Edad;TipoTrabajo;NivelEducativo;AnnosEducacion;EstadoCivil;Ocupacion;Sexo;HorasSemanales;PaisOrigen;Ingresos
30;Private;HS-grad;9;Never-married;Exec-managerial;Male;45;United-States;<=50K.
37;Private;HS-grad;9;Divorced;Adm-clerical;Female;40;Mexico;<=50K.
38;Local-gov;HS-grad;9;Never-married;Craft-repair;Male;40;Canada;<=50K.
58;Local-gov;12th;8;Married-civ-spouse;Farming-fishing;Male;40;United-States;<=50K.
30;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;50;United-States;>50K.
28;Private;Assoc-voc;11;Never-married;Prof-specialty;Female;40;United-States;<=50K.
46;Private;Some-college;10;Divorced;Exec-managerial;Female;70;United-States;<=50K.
34;Private;Bachelors;13;Never-married;Tech-support;Female;40;United-States;<=50K.
39;Self-emp-inc;Some-college;10;Divorced;Craft-repair;Male;99;United-States;<=50K.
61;Self-emp-inc;Some-college;10;Widowed;Sales;Female;20;United-States;<=50K.
30;Self-emp-not-inc;Assoc-voc;11;Divorced;Machine-op-inspct;Female;40;United-States;<=50K.
31;Private;HS-grad;9;Separated;Other-service;Female;40;United-States;<=50K.
21;Private;HS-grad;9;Never-married;Adm-clerical;Male;40;United-States;<=50K.
50;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;58;United-States;<=50K.
47;Private;HS-grad;9;Never-married;Adm-clerical;Male;33;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
23;Private;Bachelors;13;Never-married;Other-service;Female;30;United-States;<=50K.
46;Private;1st-4th;2;Separated;Other-service;Female;40;Mexico;<=50K.
20;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;45;United-States;<=50K.
33;Private;Bachelors;13;Married-civ-spouse;Sales;Male;50;United-States;>50K.
30;Private;Some-college;10;Never-married;Adm-clerical;Female;30;United-States;<=50K.
43;Local-gov;Some-college;10;Divorced;Protective-serv;Female;40;United-States;<=50K.
23;Private;Some-college;10;Never-married;Handlers-cleaners;Male;60;United-States;<=50K.
34;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;50;?;>50K.
25;Private;Some-college;10;Never-married;Adm-clerical;Male;40;United-States;<=50K.
50;Private;HS-grad;9;Married-civ-spouse;Prof-specialty;Female;40;United-States;>50K.
44;Private;Masters;14;Married-civ-spouse;Exec-managerial;Female;24;United-States;>50K.
26;Private;Some-college;10;Divorced;Prof-specialty;Female;40;United-States;<=50K.
35;Private;Doctorate;16;Never-married;Prof-specialty;Female;80;United-States;>50K.
48;Self-emp-not-inc;HS-grad;9;Divorced;Prof-specialty;Male;15;United-States;<=50K.
26;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;40;United-States;<=50K.
41;Local-gov;Masters;14;Divorced;Prof-specialty;Female;40;United-States;<=50K.
25;Private;Bachelors;13;Never-married;Other-service;Male;40;United-States;<=50K.
33;Private;Assoc-voc;11;Never-married;Prof-specialty;Female;55;United-States;<=50K.
24;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Female;40;United-States;<=50K.
31;Private;Bachelors;13;Married-spouse-absent;Adm-clerical;Female;40;United-States;<=50K.
24;Local-gov;Assoc-acdm;12;Never-married;Prof-specialty;Female;2;United-States;<=50K.
41;Private;9th;5;Never-married;Priv-house-serv;Female;40;Columbia;<=50K.
38;Local-gov;Some-college;10;Married-civ-spouse;Craft-repair;Male;45;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Craft-repair;Male;40;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Adm-clerical;Male;40;United-States;<=50K.
24;Private;HS-grad;9;Never-married;Other-service;Male;40;United-States;<=50K.
59;?;Bachelors;13;Married-civ-spouse;?;Male;40;United-States;<=50K.
67;Private;Masters;14;Married-spouse-absent;Exec-managerial;Male;55;United-States;>50K.
49;Private;10th;6;Divorced;Machine-op-inspct;Male;40;United-States;<=50K.
35;Private;Assoc-voc;11;Married-civ-spouse;Tech-support;Male;40;United-States;>50K.
44;Private;Some-college;10;Married-civ-spouse;Exec-managerial;Male;45;United-States;>50K.
58;?;Some-college;10;Married-civ-spouse;?;Male;40;United-States;>50K.
22;Private;Assoc-acdm;12;Never-married;Protective-serv;Male;60;United-States;<=50K.
21;State-gov;Some-college;10;Never-married;Exec-managerial;Male;10;United-States;<=50K.
50;Private;Some-college;10;Married-civ-spouse;Handlers-cleaners;Male;50;United-States;<=50K.
44;Local-gov;Assoc-acdm;12;Married-civ-spouse;Prof-specialty;Male;48;United-States;<=50K.
36;Local-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
30;Federal-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Male;48;Cuba;>50K.
52;Private;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;>50K.
35;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;90;United-States;<=50K.
48;Local-gov;Assoc-voc;11;Never-married;Protective-serv;Male;48;United-States;<=50K.
23;Private;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
37;Private;Masters;14;Never-married;Sales;Male;50;United-States;<=50K.
44;Self-emp-inc;Masters;14;Married-civ-spouse;Prof-specialty;Male;55;United-States;>50K.
44;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;50;United-States;>50K.
36;Private;Bachelors;13;Divorced;Prof-specialty;Male;40;United-States;<=50K.
26;State-gov;Some-college;10;Married-civ-spouse;Exec-managerial;Male;12;United-States;<=50K.
31;Self-emp-inc;Bachelors;13;Never-married;Prof-specialty;Male;45;United-States;>50K.
23;?;HS-grad;9;Never-married;?;Male;12;England;<=50K.
29;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;50;United-States;<=50K.
53;Private;HS-grad;9;Widowed;Craft-repair;Female;40;United-States;<=50K.
52;Private;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Male;40;United-States;<=50K.
55;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Male;40;United-States;>50K.
31;Private;10th;6;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
19;?;HS-grad;9;Never-married;?;Female;16;United-States;<=50K.
64;?;HS-grad;9;Widowed;?;Female;30;United-States;<=50K.
55;Private;HS-grad;9;Married-civ-spouse;Sales;Male;40;United-States;<=50K.
48;Private;Masters;14;Married-civ-spouse;Prof-specialty;Male;55;United-States;>50K.
20;Private;HS-grad;9;Never-married;Craft-repair;Female;40;United-States;<=50K.
50;Local-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;30;United-States;>50K.
45;Self-emp-inc;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;51;United-States;<=50K.
17;Private;10th;6;Never-married;Handlers-cleaners;Male;10;El-Salvador;<=50K.
38;Private;HS-grad;9;Divorced;Other-service;Female;25;United-States;<=50K.
43;Private;HS-grad;9;Divorced;Exec-managerial;Female;40;United-States;>50K.
22;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;30;United-States;<=50K.
63;Private;HS-grad;9;Divorced;Craft-repair;Female;40;United-States;<=50K.
36;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;45;United-States;<=50K.
56;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
43;State-gov;Prof-school;15;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
41;Private;Bachelors;13;Married-civ-spouse;Tech-support;Male;45;United-States;>50K.
41;Private;HS-grad;9;Divorced;Adm-clerical;Female;40;United-States;<=50K.
36;Private;Bachelors;13;Divorced;Prof-specialty;Male;45;United-States;<=50K.
59;Private;Doctorate;16;Married-civ-spouse;Prof-specialty;Male;50;United-States;>50K.
46;Local-gov;Assoc-acdm;12;Married-civ-spouse;Exec-managerial;Male;44;United-States;>50K.
23;Private;Bachelors;13;Never-married;Prof-specialty;Female;36;United-States;<=50K.
46;Self-emp-not-inc;Some-college;10;Separated;Prof-specialty;Male;20;United-States;<=50K.
53;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Male;40;United-States;>50K.
47;Private;HS-grad;9;Never-married;Machine-op-inspct;Male;56;Puerto-Rico;<=50K.
46;Federal-gov;Masters;14;Never-married;Prof-specialty;Female;40;United-States;<=50K.
47;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;56;United-States;>50K.
29;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;30;United-States;>50K.
32;Private;Assoc-voc;11;Divorced;Exec-managerial;Female;40;United-States;<=50K.
90;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
63;Private;Bachelors;13;Married-civ-spouse;Craft-repair;Male;49;?;<=50K.
23;Private;Assoc-voc;11;Never-married;Prof-specialty;Male;40;United-States;<=50K.
76;?;Bachelors;13;Married-civ-spouse;?;Male;30;United-States;<=50K.
23;Private;Assoc-voc;11;Never-married;Adm-clerical;Female;40;United-States;<=50K.
44;Private;Some-college;10;Married-civ-spouse;Adm-clerical;Female;30;Mexico;>50K.
81;Self-emp-inc;10th;6;Married-civ-spouse;Exec-managerial;Female;28;United-States;<=50K.
17;Private;10th;6;Never-married;Other-service;Female;12;United-States;<=50K.
56;Private;Assoc-voc;11;Married-civ-spouse;Tech-support;Male;40;United-States;>50K.
58;Federal-gov;10th;6;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
45;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Male;45;United-States;>50K.
25;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Male;40;United-States;<=50K.
36;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Female;35;Philippines;>50K.
32;Private;Assoc-voc;11;Married-civ-spouse;Tech-support;Female;24;United-States;>50K.
25;Private;HS-grad;9;Never-married;Other-service;Male;30;United-States;<=50K.
29;Federal-gov;Some-college;10;Married-civ-spouse;Adm-clerical;Male;40;United-States;>50K.
23;Private;HS-grad;9;Never-married;Adm-clerical;Male;60;United-States;<=50K.
41;Private;Masters;14;Married-civ-spouse;Prof-specialty;Male;55;United-States;>50K.
48;State-gov;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
29;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;60;United-States;<=50K.
27;?;Masters;14;Never-married;?;Male;20;Taiwan;<=50K.
55;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
30;Private;11th;7;Married-civ-spouse;Handlers-cleaners;Male;40;Vietnam;<=50K.
45;Private;Some-college;10;Widowed;Other-service;Female;40;United-States;<=50K.
50;Private;HS-grad;9;Divorced;Craft-repair;Male;40;Puerto-Rico;<=50K.
22;Private;HS-grad;9;Never-married;Craft-repair;Male;50;United-States;<=50K.
80;Local-gov;HS-grad;9;Widowed;Other-service;Female;32;United-States;<=50K.
30;Private;HS-grad;9;Married-civ-spouse;Handlers-cleaners;Male;44;United-States;<=50K.
20;Private;Some-college;10;Never-married;Sales;Female;20;United-States;<=50K.
29;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Male;35;United-States;<=50K.
56;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
63;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Male;40;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
38;State-gov;HS-grad;9;Married-civ-spouse;Adm-clerical;Female;40;United-States;<=50K.
31;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
21;Private;Some-college;10;Never-married;Sales;Male;35;United-States;<=50K.
47;Private;10th;6;Married-civ-spouse;Machine-op-inspct;Male;46;United-States;>50K.
25;Local-gov;Bachelors;13;Never-married;Tech-support;Female;40;Vietnam;<=50K.
31;Private;Some-college;10;Separated;Adm-clerical;Female;38;United-States;<=50K.
28;Private;HS-grad;9;Never-married;Exec-managerial;Female;40;United-States;<=50K.
38;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;99;United-States;<=50K.
30;Local-gov;Bachelors;13;Married-civ-spouse;Protective-serv;Male;40;United-States;<=50K.
39;Self-emp-inc;HS-grad;9;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
27;Private;Bachelors;13;Never-married;Prof-specialty;Female;36;?;<=50K.
26;Private;Some-college;10;Never-married;Exec-managerial;Female;40;United-States;<=50K.
47;Private;HS-grad;9;Never-married;Adm-clerical;Female;40;United-States;<=50K.
27;Self-emp-not-inc;HS-grad;9;Never-married;Craft-repair;Male;50;United-States;<=50K.
43;Private;Some-college;10;Married-civ-spouse;Protective-serv;Male;32;United-States;<=50K.
32;Local-gov;Bachelors;13;Never-married;Prof-specialty;Male;55;United-States;<=50K.
20;Private;Some-college;10;Never-married;Sales;Male;30;Philippines;<=50K.
21;Local-gov;12th;8;Never-married;Handlers-cleaners;Female;20;United-States;<=50K.
32;Private;Assoc-voc;11;Never-married;Prof-specialty;Male;40;United-States;<=50K.
37;Private;Assoc-voc;11;Divorced;Machine-op-inspct;Male;48;United-States;<=50K.
45;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;Vietnam;<=50K.
37;Self-emp-inc;Assoc-acdm;12;Married-civ-spouse;Sales;Male;40;United-States;>50K.
54;?;9th;5;Divorced;?;Female;15;United-States;<=50K.
24;Private;Bachelors;13;Never-married;Prof-specialty;Male;25;United-States;<=50K.
28;?;11th;7;Never-married;?;Male;30;United-States;<=50K.
23;Private;Some-college;10;Never-married;Farming-fishing;Male;40;United-States;<=50K.
54;?;HS-grad;9;Married-civ-spouse;?;Male;40;United-States;<=50K.
40;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;>50K.
38;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;48;United-States;>50K.
71;Private;10th;6;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
51;Private;Some-college;10;Divorced;Adm-clerical;Female;40;United-States;<=50K.
52;Self-emp-not-inc;Some-college;10;Never-married;Adm-clerical;Male;5;United-States;<=50K.
30;Private;Bachelors;13;Never-married;Sales;Female;40;United-States;<=50K.
34;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
38;Private;10th;6;Divorced;Machine-op-inspct;Female;40;United-States;<=50K.
43;Federal-gov;Assoc-voc;11;Never-married;Prof-specialty;Female;40;United-States;>50K.
43;Private;11th;7;Never-married;Transport-moving;Male;42;United-States;<=50K.
36;Federal-gov;Some-college;10;Never-married;Exec-managerial;Male;40;United-States;>50K.
24;State-gov;Some-college;10;Never-married;Adm-clerical;Female;40;United-States;<=50K.
29;?;1st-4th;2;Never-married;?;Male;40;Philippines;<=50K.
55;Private;10th;6;Married-civ-spouse;Other-service;Female;40;United-States;<=50K.
51;Private;Masters;14;Married-civ-spouse;Prof-specialty;Male;60;United-States;>50K.
43;Local-gov;HS-grad;9;Divorced;Exec-managerial;Female;40;United-States;<=50K.
28;Private;HS-grad;9;Divorced;Protective-serv;Male;40;United-States;<=50K.
54;Private;Assoc-acdm;12;Married-civ-spouse;Sales;Male;45;United-States;<=50K.
47;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
47;Private;Bachelors;13;Married-civ-spouse;Sales;Male;55;United-States;>50K.
47;Private;Some-college;10;Married-civ-spouse;Other-service;Male;57;United-States;>50K.
38;Private;Some-college;10;Never-married;Adm-clerical;Female;35;United-States;<=50K.
60;Self-emp-not-inc;5th-6th;3;Married-civ-spouse;Farming-fishing;Male;40;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Sales;Female;25;United-States;<=50K.
22;Private;Some-college;10;Never-married;Adm-clerical;Female;25;United-States;<=50K.
55;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
44;Private;Some-college;10;Separated;Sales;Female;35;United-States;<=50K.
53;Self-emp-not-inc;1st-4th;2;Married-civ-spouse;Exec-managerial;Male;67;Italy;>50K.
44;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Female;40;United-States;>50K.
28;Federal-gov;Bachelors;13;Never-married;Protective-serv;Male;50;United-States;<=50K.
30;Local-gov;Some-college;10;Never-married;Transport-moving;Female;40;United-States;<=50K.
39;Local-gov;HS-grad;9;Never-married;Exec-managerial;Female;40;United-States;<=50K.
43;State-gov;HS-grad;9;Divorced;Exec-managerial;Female;40;United-States;<=50K.
24;Private;Bachelors;13;Never-married;Sales;Female;40;United-States;<=50K.
27;Local-gov;Assoc-voc;11;Never-married;Protective-serv;Male;56;United-States;<=50K.
64;Self-emp-not-inc;5th-6th;3;Married-civ-spouse;Farming-fishing;Male;70;Canada;<=50K.
41;Local-gov;Some-college;10;Married-civ-spouse;Farming-fishing;Male;40;United-States;>50K.
28;Private;HS-grad;9;Never-married;Transport-moving;Male;40;United-States;<=50K.
61;Private;HS-grad;9;Married-civ-spouse;Prof-specialty;Male;30;United-States;<=50K.
27;Private;11th;7;Divorced;Machine-op-inspct;Female;40;United-States;<=50K.
49;Private;Some-college;10;Divorced;Adm-clerical;Female;32;United-States;<=50K.
20;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
41;Private;Bachelors;13;Never-married;Prof-specialty;Female;40;United-States;<=50K.
28;Local-gov;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
36;Private;HS-grad;9;Divorced;Machine-op-inspct;Male;40;United-States;<=50K.
44;Self-emp-not-inc;Bachelors;13;Divorced;Craft-repair;Male;40;United-States;<=50K.
51;Private;Bachelors;13;Married-civ-spouse;Adm-clerical;Female;20;United-States;>50K.
40;Private;Some-college;10;Divorced;Prof-specialty;Female;38;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Craft-repair;Female;40;United-States;<=50K.
54;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Female;40;United-States;<=50K.
55;Self-emp-not-inc;HS-grad;9;Divorced;Craft-repair;Male;40;United-States;<=50K.
57;Private;Assoc-voc;11;Widowed;Prof-specialty;Female;40;United-States;<=50K.
29;Private;Some-college;10;Separated;Priv-house-serv;Female;30;Guatemala;<=50K.
51;Private;HS-grad;9;Divorced;Sales;Female;43;United-States;<=50K.
44;Private;HS-grad;9;Divorced;Other-service;Male;37;United-States;<=50K.
35;Local-gov;Assoc-voc;11;Married-civ-spouse;Protective-serv;Male;42;United-States;<=50K.
40;Private;HS-grad;9;Divorced;Transport-moving;Male;40;United-States;<=50K.
46;Private;7th-8th;4;Separated;Other-service;Female;32;United-States;<=50K.
25;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;60;United-States;>50K.
33;Private;Bachelors;13;Never-married;Prof-specialty;Male;36;United-States;<=50K.
32;Private;Some-college;10;Never-married;Machine-op-inspct;Female;40;Holand-Netherlands;<=50K.
22;Private;HS-grad;9;Never-married;Tech-support;Female;40;United-States;<=50K.
39;Private;Some-college;10;Married-civ-spouse;Sales;Female;40;Philippines;<=50K.
18;Self-emp-not-inc;HS-grad;9;Never-married;Farming-fishing;Male;40;United-States;<=50K.
43;Private;HS-grad;9;Divorced;Adm-clerical;Female;45;United-States;<=50K.
46;Private;HS-grad;9;Never-married;Tech-support;Male;40;United-States;<=50K.
63;Private;Some-college;10;Married-civ-spouse;Sales;Male;48;United-States;>50K.
40;?;Some-college;10;Married-civ-spouse;?;Male;8;United-States;<=50K.
59;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;60;United-States;>50K.
40;Local-gov;Masters;14;Never-married;Prof-specialty;Female;40;United-States;<=50K.
23;Private;HS-grad;9;Never-married;Other-service;Male;35;United-States;<=50K.
64;?;HS-grad;9;Married-civ-spouse;?;Male;10;United-States;<=50K.
36;Private;Assoc-voc;11;Married-civ-spouse;Sales;Male;60;United-States;<=50K.
48;Private;HS-grad;9;Divorced;Machine-op-inspct;Female;40;United-States;<=50K.
43;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Female;40;United-States;>50K.
18;Private;10th;6;Never-married;Other-service;Female;30;United-States;<=50K.
17;Private;11th;7;Never-married;Craft-repair;Male;16;United-States;<=50K.
36;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Male;50;?;<=50K.
53;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;>50K.
36;State-gov;Some-college;10;Divorced;Exec-managerial;Female;39;United-States;<=50K.
20;Private;HS-grad;9;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
22;Private;Bachelors;13;Never-married;Sales;Female;60;United-States;<=50K.
34;Private;Bachelors;13;Married-civ-spouse;Prof-specialty;Male;40;United-States;>50K.
39;Private;11th;7;Divorced;Other-service;Male;40;United-States;<=50K.
57;Private;Some-college;10;Widowed;Other-service;Female;40;United-States;<=50K.
30;Private;10th;6;Divorced;Other-service;Female;40;United-States;<=50K.
37;Private;Prof-school;15;Married-civ-spouse;Prof-specialty;Male;60;United-States;>50K.
51;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;>50K.
38;Private;HS-grad;9;Never-married;Transport-moving;Male;40;United-States;<=50K.
34;Private;HS-grad;9;Never-married;Exec-managerial;Female;35;United-States;<=50K.
47;Federal-gov;HS-grad;9;Married-spouse-absent;Adm-clerical;Female;40;Puerto-Rico;<=50K.
28;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;40;United-States;<=50K.
25;Private;10th;6;Never-married;Other-service;Male;24;Nicaragua;<=50K.
25;Private;Some-college;10;Never-married;Exec-managerial;Female;60;United-States;<=50K.
50;Private;Masters;14;Married-civ-spouse;Exec-managerial;Male;65;United-States;>50K.
50;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
43;Private;Bachelors;13;Married-civ-spouse;Craft-repair;Male;48;United-States;<=50K.
27;Private;HS-grad;9;Never-married;Transport-moving;Male;75;United-States;<=50K.
32;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;50;United-States;<=50K.
44;Private;10th;6;Never-married;Farming-fishing;Male;35;United-States;<=50K.
19;Private;HS-grad;9;Never-married;Sales;Female;20;United-States;<=50K.
53;Self-emp-inc;Some-college;10;Widowed;Exec-managerial;Male;40;United-States;>50K.
21;Private;HS-grad;9;Never-married;Protective-serv;Male;40;United-States;<=50K.
26;Private;HS-grad;9;Never-married;Transport-moving;Male;40;United-States;<=50K.
68;Private;HS-grad;9;Married-civ-spouse;Transport-moving;Male;12;United-States;<=50K.
31;Private;Some-college;10;Married-civ-spouse;Sales;Male;57;United-States;<=50K.
32;Private;Bachelors;13;Never-married;Exec-managerial;Male;50;United-States;>50K.
33;Private;Masters;14;Never-married;Adm-clerical;Male;40;United-States;<=50K.
49;?;HS-grad;9;Never-married;?;Male;40;United-States;<=50K.
24;Private;11th;7;Married-civ-spouse;Craft-repair;Male;65;United-States;<=50K.
30;Private;HS-grad;9;Married-civ-spouse;Sales;Male;42;United-States;<=50K.
49;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
18;Private;11th;7;Never-married;Handlers-cleaners;Male;40;United-States;<=50K.
30;State-gov;Some-college;10;Never-married;Adm-clerical;Female;37;United-States;<=50K.
51;Private;HS-grad;9;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
52;Private;Some-college;10;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
52;Private;HS-grad;9;Divorced;Other-service;Male;30;United-States;<=50K.
23;Local-gov;HS-grad;9;Never-married;Other-service;Male;32;United-States;<=50K.
23;Self-emp-not-inc;10th;6;Never-married;Craft-repair;Male;60;United-States;<=50K.
36;Private;HS-grad;9;Married-civ-spouse;Machine-op-inspct;Male;48;United-States;<=50K.
19;Private;11th;7;Never-married;Craft-repair;Male;25;United-States;<=50K.
53;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Craft-repair;Male;60;United-States;<=50K.
17;Private;11th;7;Never-married;Handlers-cleaners;Male;25;United-States;<=50K.
69;Private;HS-grad;9;Widowed;Handlers-cleaners;Female;8;United-States;<=50K.
46;Local-gov;Bachelors;13;Divorced;Prof-specialty;Female;40;United-States;<=50K.
33;Private;HS-grad;9;Separated;Tech-support;Male;46;United-States;<=50K.
40;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;45;United-States;<=50K.
56;Private;Some-college;10;Married-civ-spouse;Transport-moving;Male;60;?;<=50K.
29;Local-gov;Masters;14;Married-civ-spouse;Prof-specialty;Male;40;United-States;<=50K.
41;Private;Some-college;10;Divorced;Adm-clerical;Female;38;United-States;<=50K.
22;Private;HS-grad;9;Married-civ-spouse;Sales;Male;45;United-States;<=50K.
28;Private;7th-8th;4;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
31;Private;Bachelors;13;Married-civ-spouse;Craft-repair;Male;46;United-States;<=50K.
35;Private;Bachelors;13;Never-married;Prof-specialty;Female;40;United-States;<=50K.
38;Private;Some-college;10;Married-civ-spouse;Machine-op-inspct;Male;40;United-States;<=50K.
17;Private;10th;6;Never-married;Other-service;Female;10;United-States;<=50K.
39;Private;10th;6;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
27;Self-emp-not-inc;Some-college;10;Never-married;Other-service;Male;40;United-States;<=50K.
50;Private;HS-grad;9;Never-married;Adm-clerical;Female;40;United-States;<=50K.
56;Local-gov;HS-grad;9;Married-civ-spouse;Transport-moving;Male;40;United-States;<=50K.
80;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Farming-fishing;Male;20;United-States;<=50K.
38;Self-emp-not-inc;Some-college;10;Married-civ-spouse;Farming-fishing;Female;15;United-States;<=50K.
52;State-gov;HS-grad;9;Married-civ-spouse;Protective-serv;Male;40;United-States;>50K.
26;Local-gov;Bachelors;13;Never-married;Prof-specialty;Male;38;England;<=50K.
43;Private;HS-grad;9;Divorced;Other-service;Female;40;South;<=50K.
45;Private;Bachelors;13;Never-married;Exec-managerial;Female;42;United-States;<=50K.
41;Self-emp-inc;Assoc-voc;11;Married-civ-spouse;Exec-managerial;Male;40;United-States;>50K.
30;Private;Assoc-acdm;12;Divorced;Adm-clerical;Female;25;United-States;<=50K.
24;Private;Some-college;10;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
43;Local-gov;Some-college;10;Divorced;Other-service;Female;20;United-States;<=50K.
44;Private;Bachelors;13;Married-civ-spouse;Exec-managerial;Male;70;United-States;>50K.
54;Private;HS-grad;9;Divorced;Transport-moving;Male;40;United-States;<=50K.
23;Private;Bachelors;13;Never-married;Prof-specialty;Female;40;United-States;>50K.
33;Self-emp-not-inc;HS-grad;9;Married-civ-spouse;Sales;Male;60;United-States;>50K.
18;Private;11th;7;Never-married;Other-service;Male;16;United-States;<=50K.
38;Private;Some-college;10;Separated;Prof-specialty;Female;40;Germany;<=50K.
41;Self-emp-not-inc;Assoc-voc;11;Married-civ-spouse;Farming-fishing;Male;45;United-States;<=50K.
22;?;12th;8;Never-married;?;Male;48;United-States;<=50K.
66;Self-emp-inc;7th-8th;4;Married-civ-spouse;Craft-repair;Male;40;United-States;>50K.
70;?;HS-grad;9;Married-civ-spouse;?;Male;40;United-States;<=50K.
58;Self-emp-not-inc;10th;6;Married-civ-spouse;Craft-repair;Female;35;?;>50K.
60;Self-emp-not-inc;Masters;14;Divorced;Prof-specialty;Female;10;United-States;<=50K.
24;Local-gov;10th;6;Never-married;Craft-repair;Male;65;Haiti;<=50K.
61;Private;11th;7;Divorced;Other-service;Female;36;United-States;<=50K.
35;Local-gov;Bachelors;13;Married-civ-spouse;Craft-repair;Male;40;United-States;<=50K.
19;Private;Some-college;10;Never-married;Prof-specialty;Female;40;United-States;<=50K.
